Article_Author,Article_Link,Article_Origin_Link,Article_Summary,Article_Tag,Article_Time,Article_Title
译者：BlackTrace,https://paper.seebug.org/204/,原文链接,最近，我们发现了一个新的android rootnik 恶意app，它使用了开源的Android root漏洞利用工具和来自dash...,移动安全,2017年02月04日,深度分析使用高级反调试和反hook的Android Rootnik Malware，Part I：在Native层调试
工具作者：seay,https://paper.seebug.org/203/,,最近在读一些有zend 5.4加密的代码，之前的黑刀无法解密5.4，网上找了下发现大多要收费，有一个工具叫G...,安全工具&安全开发,2017年02月04日,实用工具：免费Zend 5.2 5.3 5.4解密工具
作者：非虫,https://paper.seebug.org/202/,,App Store上的软件是不允许...,二进制安全,2017年02月03日,Mach-O 脱壳技巧一则
作者：mrh,https://paper.seebug.org/201/,,2.CVE...,二进制安全,2017年02月02日,从CVE-2016-7644回到CVE-2016-4669
作者：k0shl  来源：http://whereisk0shl.top/hevd-kernel-exploitation-uninitialized-stack-&-heap.html,https://paper.seebug.org/200/,,0x...,二进制安全,2017年02月01日,HEVD Kernel Exploitation -- Uninitialized Stack & Heap
作者：iswin,https://paper.seebug.org/199/,,这个漏洞在去年11月份官方发布通告的时候我当时关注过，当时自己一直在找com.sun.jndi.ldap.LdapAttribute这个类相关的反序...,Web安全,2017年01月31日,Jenkins-LDAP (CVE-2016-9299) 反序列化漏洞分析
作者：turingH,https://paper.seebug.org/197/,,去年在分析CVE-2016-1757时，初步的接触了Mach在IPC系统中使用的Messag...,漏洞分析,2017年01月24日,CVE-2016-7637---再谈Mach IPC
译者：xd0ol1 (知道创宇404安全实验室),https://paper.seebug.org/196/,原文链接：https://labs.bluefrostsecurity.de/files/Look_Mom_I_Dont_Use_Shellco...,,404专栏,2017年01月24日,浏览器漏洞利用学习篇之 Internet Explorer 11（下）
,https://paper.seebug.org/195/,,https://github.com/enddo/aweso...,安全工具&安全开发,2017年01月24日,Awesome Security 之 Windows 与 Android 系列
作者：flanker017,https://paper.seebug.org/193/,,各位Android用户一定对主题包不陌生，这应该是Android相对于iOS可定制化的一大优势。 ...,漏洞分析,2017年01月24日,装了这个主题包，就被拿system shell?
作者：bird@tsrc,https://paper.seebug.org/192/,,控制流平坦化(control flow flattening)的基本思想主要是通过一个主分发器来控制程序基本 块的执行流程，例如下图是...,二进制安全,2017年01月22日,利用符号执行去除控制流平坦化
,https://paper.seebug.org/191/,,[+...,Web安全,2017年01月19日,Chromium 内核浏览器下的隐身模式追踪
作者：ricterz,https://paper.seebug.org/188/,,在不久前的一个渗透测试中，我遇到一个客户自己实现的代理。这个代理可以用来翻墙，但是由于这个代理搭建在客户内网中，所以同样可以访问...,经验心得,2017年01月19日,Use DNS Rebinding to Bypass IP Restriction
作者: phithon@长亭科技,https://paper.seebug.org/190/,,昨天晚上 @roker 在...,Web安全,2017年01月19日,eval长度限制绕过 && PHP5.6新特性
原作者：Moritz Jode...,https://paper.seebug.org/189/,原文链接：https://labs.bluefrostsecurity.de/files/Look_Mom_I_Dont_Use_Shellcode-WP.pdf,,404专栏,2017年01月18日,浏览器漏洞利用学习篇之 Internet Explorer 11（上）
作者：xisigr @腾讯玄武实验室,https://paper.seebug.org/187/,原文链接：http://xlab.tencent.com/cn/2017/01/18/badbookmarklet/,Bookmarklet，中文...,Web安全,2017年01月18日,BadBookmarklet
作者：安天安全研究与应急处理中心（Antiy CERT）,https://paper.seebug.org/185/,,报告初稿完成时间：2017年1月13日 16时...,情报分析,2017年01月16日,方程式组织EQUATION DRUG平台解析
作者：灯塔实验室,https://paper.seebug.org/184/,,以色列总理内塔尼亚胡在2015年的网络技术展会上发表致辞时称，将把以色列建设成全球网络安全中心。如今，在这个占地面积仅...,情报分析,2017年01月15日,网络安全强国 - 以色列的工控安全之路
作者: phithon,https://paper.seebug.org/183/,,刚看到今天发布了D...,漏洞分析,2017年01月14日,Destoon 6.0 guestbook.php 通用SQL注入漏洞
,https://paper.seebug.org/182/,,前面一篇文章我们分析了CVE-2012-1876漏洞的成因，在此基础上我们接着看下漏洞的利用，另外，写的不对之处还望各位多...,404专栏,2017年01月12日,WinDbg 漏洞分析调试（二）
作者：猎豹渔村安全局,https://paper.seebug.org/181/,,在鼠标点击的一刹那，流量在用户系统中流...,情报分析,2017年01月11日,互联网黑势力之流量劫持
"在Martin Bosslet 2012年的这篇文章中，作者提到MurmurHash2算法被发现可以稳定构造碰撞函数，该哈希函数及其变形被CRuby, JRuby,...",https://paper.seebug.org/180/,,,漏洞分析,2017年01月11日,由MurmurHash2 算法碰撞引起的Redis DDos 攻击漏洞
,https://paper.seebug.org/179/,,最近开始要在部门内进行 WinDbg 漏洞分析方面的专题showcase，打算将每次分享的内容整理成文章，希望能写一个系列...,404专栏,2017年01月10日,WinDbg 漏洞分析调试（一）
作者：phithon@长亭科技,https://paper.seebug.org/175/,,http...,Web安全,2017年01月10日,Python格式化字符串漏洞（Django为例）
,https://paper.seebug.org/178/,,[+] Creat...,移动安全,2017年01月10日,逆向分析 apk 算法的完整过程
作者：长短短,https://paper.seebug.org/177/,,今天给大家介绍一项新的浏览器技术：Service Workers，以及在 XSS 攻击中的...,Web安全,2017年01月09日,持久化 XSS：被 ServiceWorkers 支配的恐惧
作者：Orange,https://paper.seebug.org/176/,,GitHub Enterprise 是一款 GitHub.com 所出品，可將整個 GitHub 服務架設在自身企業內網中的應用軟體...,Web安全,2017年01月09日,[Bug Bounty] GitHub Enterprise SQL Injection
,https://paper.seebug.org/171/,,Chromebackdoor 是一款渗透测试工具，该工具使用 MITB 技术生成Windows可执行...,安全工具&安全开发,2017年01月09日,Chromebackdoor - 浏览器后门工具
作者： windknown@PanguTeam,https://paper.seebug.org/174/,,前不久GP0的研究员Ian Beer公布了针对iOS 10.1.1的漏洞细节及利用代码，通过结合三个漏洞获取设备的root sh...,移动安全,2017年01月09日,mach portal漏洞利用的一些细节
,https://paper.seebug.org/173/,,[+...,Web安全,2017年01月09日,Chrome Extensions Probe
作者：Flanker@,https://paper.seebug.org/172/,,这篇文章是关于我们在苹果内核IOKit驱动中找到的一类新攻击面。之前写了个IDA脚本做了个简单扫描，发现了...,二进制安全,2017年01月09日,Racing for everyone: descriptor describes TOCTOU in Apple's core
作者：Hcamael,https://paper.seebug.org/170/,,"本次分析源于去年HITCON的一题密码学题目, 比赛完了本来就准备分析一波, 但是一直拖到了现在, 该题利用到了CVE-2016-6313, 可以预测到gcrypt生成的随...",经验心得,2017年01月06日,CVE-2016-6313 随机数预测分析
,https://paper.seebug.org/169/,,在计算机科学和软件工程学科的众多领域中，从软件安全程序分析到逆向工程，二进制代码的分析是很...,安全工具&安全开发,2017年01月04日,BARF -- 二进制分析及逆向框架
,https://paper.seebug.org/168/,,[+] Create: 20...,经验心得,2016年12月30日,JSM Bypass via createClassLoader
翻译者：光棍节,https://paper.seebug.org/167/,,原文地址：http://jcjc-dev.com/2016/12/14/reversing-huawei-5-reversing...,经验心得,2016年12月29日,HG533路由器分析教程之五：固件漏洞挖掘
原作者：EDUARDO ...,https://paper.seebug.org/166/,,,404专栏,2016年12月29日,How to bypass CSP nonces with DOM XSS ?
翻译者：光棍节,https://paper.seebug.org/165/,,原文地址：http://jcjc-dev.com/2016/06/08/reversing-huawei-4-dumping-f...,经验心得,2016年12月28日,HG533路由器分析教程之四：flash内容提取
,https://paper.seebug.org/164/,,前两天爆出了 PHPMailer 小于 5.2.18 版本的 RC...,404专栏,2016年12月27日,PHP escapeshellarg()+escapeshellcmd() 之殇
原作者：Masato Kinugawa,https://paper.seebug.org/162/,原文链接：MKSB,出于一些原因，我在读 Chromium 的源码的时候，意外地发现了一...,404专栏,2016年12月27日,XSS Auditor bypass using obscure <param> tag
作者：phithon@长亭科技,https://paper.seebug.org/163/,,PHPMaile...,经验心得,2016年12月27日,谈一谈复杂的正则表达式分析
翻译者：光棍节,https://paper.seebug.org/158/,,原文地址：http://jcjc-dev.com/2016/05/23/reversing-huawei-3-sniffing/...,经验心得,2016年12月27日,HG533路由器分析教程系列之三：数据流跟踪
,https://paper.seebug.org/161/,,Dawid Golunski 在圣诞节当天发布了一个漏...,404专栏,2016年12月27日,PHPMailer < 5.2.18 远程代码执行（CVE-2016-10033）漏洞分析
作者：phithon@长亭科技,https://paper.seebug.org/160/,,对比一下新老版本： https://github.com...,漏洞分析,2016年12月27日,PHPMailer 命令执行漏洞（CVE-2016-10033）分析（含通用POC）
作者：蒸米，耀刺，黑雪 @ Team OverSky,https://paper.seebug.org/159/,,iOS的安全性远比大家的想象中脆弱，除了没有公开的漏洞以外，还有很多已经公开并且可被利用的漏洞，本报告总结了...,移动安全,2016年12月27日,黑云压城城欲摧 - 2016年iOS公开可利用漏洞总结
翻译者：光棍节,https://paper.seebug.org/155/,,原文地址：http://jcjc-dev.com/2016/04/29/reversing-huawei-router-2-sc...,经验心得,2016年12月26日,HG533路由器分析教程之二：搜寻固件
作者：zhchbin,https://paper.seebug.org/157/,,说明：这个漏洞是 https://labs.detectify.com/2016/12/15/postmessage-xss-on-a-million-sites/ ...,Web安全,2016年12月26日,分享插件 AddThis 导致的 DOM XSS
,https://paper.seebug.org/156/,,[+...,Web安全,2016年12月25日,115 Browser 7.2.5 RCE Vulnerability
作者：帝星捧月,https://paper.seebug.org/154/,,注：文章目录大纲大致如下，原...,二进制安全,2016年12月25日,Mirai 总结—从源码到反汇编
翻译者：光棍节,https://paper.seebug.org/153/,,原文地址：http://jcjc-dev.com/2016/04/08/reversing-huawei-router-1-fi...,经验心得,2016年12月25日,HG533路由器分析系列教程之一：找到硬件调试接口
,https://paper.seebug.org/152/,,Joomla 于12月13日发布了3.6.5的升级公告，此次升级修...,404专栏,2016年12月21日,Joomla 权限提升漏洞（CVE-2016-9838）分析
项目作者：tunz,https://paper.seebug.org/150/,,该项目收集了 JavaScript 引擎的一些经典漏洞，每条记录包...,Web安全,2016年12月21日,JavaScript 引擎漏洞经典案例
作者: riusksk@tsrc,https://paper.seebug.org/151/,,2016年12月的Apple安全公告中(macOS公告与iOS公告)，修复4个由腾讯安全平台部终端安全团队报告的漏洞，其中有...,漏洞分析,2016年12月20日,CVE-2016-7595 Apple macOS/iOS CoreText OTL::GPOS::ApplyPairPos 越界访问漏洞分析
,https://paper.seebug.org/148/,,LINUX平台下的程序，可以通过strip程序进行精简，精简过的可执行文件会变小，同时又丝毫不影响执...,二进制安全,2016年12月19日,样本逆向中系统调用的识别方法
,https://paper.seebug.org/147/,,如果你...,经验心得,2016年12月19日,Offensiveinterview - 网络安全面试问题收集项目
,https://paper.seebug.org/146/,,Nagios 是一款监控IT基础设施的程序，近日安全研...,404专栏,2016年12月15日,Nagios Core 代码执行漏洞（CVE-2016-9565）分析
,https://paper.seebug.org/145/,,2016年12月7日...,404专栏,2016年12月15日,NETGEAR 系列路由器命令执行漏洞简析
,https://paper.seebug.org/144/,,NTP服务对于互联网来说是不可或缺的，很多东西都能和它联系到一起。就在不久前，轰动一时的德国断网事件中也出现了它的影子。保证NT...,404专栏,2016年12月14日,NTPD拒绝服务漏洞（CVE-2016-7434） 分析
原作者：Manuel Caballero,https://paper.seebug.org/143/,原文链接：UXSS on Microsoft Edge – Adventures in a Domainless World （无域世界大冒险）,译：H...,404专栏,2016年12月14日,UXSS on Microsoft Edge – Adventures in a Domainless World
,https://paper.seebug.org/142/,,最近的德国断网事件让Mirai恶意程序再次跃入公众的视线，相对而言，目前的IoT领域对于恶意程序还是一片蓝海，因此吸引...,404专栏,2016年12月13日,Mirai 源码分析
作者：Xbalien@tsrc,https://paper.seebug.org/141/,,谷歌近期对外公布了12月份的安全公告，其中包含腾讯安全平台部金刚(KingKong)团队提交的语音信箱伪造漏洞(CVE-2016-6771)，该漏洞可导致恶意应用...,移动安全,2016年12月12日,CVE-2016-6771： Android语音信箱伪造漏洞分析
,https://paper.seebug.org/140/,,上周公司小伙伴给了我一个Wordpress主题让我帮忙审核，漏洞没有...,404专栏,2016年12月11日,Wordpress functions.php 主题文件后门分析
原作者：Gareth Heyes,https://paper.seebug.org/139/,原文链接：PortSwigger Web Security Blog,最近发现自己在使用 JXBrowser 给实...,404专栏,2016年12月09日,RCE in JXBrowser JavaScript/Java bridge
,https://paper.seebug.org/138/,,著名的PHP代码审计工具 RIPS 于12月6日发布了一份...,404专栏,2016年12月08日,Roundcube 1.2.2 远程命令执行漏洞分析
原作者：Alex Infüh...,https://paper.seebug.org/136/,原文链接：http://insert-script.blogspot.jp/2016/12/firefox-svg-cross-domain-cookie.html,,404专栏,2016年12月07日,Firefox - SVG cross domain cookie vulnerability
,https://paper.seebug.org/135/,,CSP(Content-Security-Policy)是一个HTTP响应头，该响应头包含了指示浏览器如何限制页面上的内容的指令。 例如，”form-action”指令...,Web安全,2016年12月05日,通过反射型 XSS 绕过配合 form-action 绕过 CSP
,https://paper.seebug.org/137/,,发现是能够进行文件读取的 (具体见：http://wooyu...,经验心得,2016年12月05日,Pwnhub-Classroom-Writeup
,https://paper.seebug.org/134/,,Shellcode Compiler 是一款能将 C/C++ 代码编译成体积小，位置无关和无...,安全工具&安全开发,2016年12月05日,Shellcode Compiler - 一款易用的 Shellcode 编译工具
